"response_id","transport_method"
"GEN24_1029086","App-based services such as Uber, Ola, etc"
"GEN24_1029086","Rental campervan / motor-home"
"GEN24_1029086","Rental car"
"GEN24_1029086","The ferry between the North Island and the South Island"
"GEN24_1029091","Local bus service"
"GEN24_1029091","Taxi / shuttle service"
"GEN24_1029092","Helicopter"
"GEN24_1029092","Rental car"
"GEN24_1029094","Car or van owned by you / family / friend(s) / company"
"GEN24_1029097","Car or van owned by you / family / friend(s) / company"
"GEN24_1029097","Rental car"
"GEN24_1029097","Taxi / shuttle service"
"GEN24_1029102","Car or van owned by you / family / friend(s) / company"
"GEN24_1029102","Rental car"
"GEN24_1029103","Taxi / shuttle service"
"GEN24_1029114","Local bus service"
"GEN24_1029114","Other ferry"
"GEN24_1029114","Taxi / shuttle service"
"GEN24_1029125","Car or van owned by you / family / friend(s) / company"
"GEN24_1029125","Local bus service"
"GEN24_1029125","Rental car"
"GEN24_1029133","Bus service between towns / cities"
"GEN24_1029133","Car or van owned by you / family / friend(s) / company"
"GEN24_1029133","Hitch-hiking"
"GEN24_1029133","Local bus service"
"GEN24_1029133","Other ferry"
"GEN24_1029133","Plane (within New Zealand)"
"GEN24_1029133","Tour bus"
"GEN24_1029133","Train"
"GEN24_1029135","Bus service between towns / cities"
"GEN24_1029135","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_1029135","Car or van owned by you / family / friend(s) / company"
"GEN24_1029135","Local bus service"
"GEN24_1029135","Plane (within New Zealand)"
"GEN24_1029135","The ferry between the North Island and the South Island"
"GEN24_1029135","Train"
"GEN24_1029139","App-based services such as Uber, Ola, etc"
"GEN24_1029139","Car or van owned by you / family / friend(s) / company"
"GEN24_1029141","App-based services such as Uber, Ola, etc"
"GEN24_1029141","Bus service between towns / cities"
"GEN24_1029141","Car or van owned by you / family / friend(s) / company"
"GEN24_1029141","Local bus service"
"GEN24_1029144","App-based services such as Uber, Ola, etc"
"GEN24_1029144","Other boat or ship"
"GEN24_1029144","Rental campervan / motor-home"
"GEN24_1029144","Taxi / shuttle service"
"GEN24_1029144","Tour bus"
"GEN24_1029153","Rental car"
"GEN24_1029154","Rental car"
"GEN24_1029154","Taxi / shuttle service"
"GEN24_1029154","Tour bus"
"GEN24_1029156","Taxi / shuttle service"
"GEN24_1029156","Tour bus"
"GEN24_1029160","App-based services such as Uber, Ola, etc"
"GEN24_1029160","Train"
"GEN24_1029170","Bicycle"
"GEN24_1029170","Car or van owned by you / family / friend(s) / company"
"GEN24_1029176","Rental car"
"GEN24_1029176","Taxi / shuttle service"
"GEN24_1029179","Other boat or ship"
"GEN24_1029179","Rental car"
"GEN24_1029180","App-based services such as Uber, Ola, etc"
"GEN24_1029180","Car or van owned by you / family / friend(s) / company"
"GEN24_1029180","Plane (within New Zealand)"
"GEN24_1029180","Rental campervan / motor-home"
"GEN24_1029185","App-based services such as Uber, Ola, etc"
"GEN24_1029185","Local bus service"
"GEN24_1029185","Other ferry"
"GEN24_1029185","Train"
"GEN24_1029186","Car or van owned by you / family / friend(s) / company"
"GEN24_1029186","Plane (within New Zealand)"
"GEN24_1029186","Rental car"
"GEN24_1029186","Scenic trains"
"GEN24_1029199","App-based services such as Uber, Ola, etc"
"GEN24_1029199","Car or van owned by you / family / friend(s) / company"
"GEN24_1029199","Local bus service"
"GEN24_1029200","Other type of transport"
"GEN24_1029200","Plane (within New Zealand)"
"GEN24_1029201","Local bus service"
"GEN24_1029201","Taxi / shuttle service"
"GEN24_1029203","Local bus service"
"GEN24_1029203","Train"
"GEN24_1029206","Plane (within New Zealand)"
"GEN24_1029206","Rental car"
"GEN24_1029206","Tour bus"
"GEN24_1029207","Car or van owned by you / family / friend(s) / company"
"GEN24_1029241","Car or van owned by you / family / friend(s) / company"
"GEN24_1029243","App-based services such as Uber, Ola, etc"
"GEN24_1029243","Car or van owned by you / family / friend(s) / company"
"GEN24_1029243","Other boat or ship"
"GEN24_1029243","Other ferry"
"GEN24_1029243","Plane (within New Zealand)"
"GEN24_1029243","Rental car"
"GEN24_1029243","Taxi / shuttle service"
"GEN24_1029247","Car or van owned by you / family / friend(s) / company"
"GEN24_1029247","Rental car"
"GEN24_1029247","Taxi / shuttle service"
"GEN24_1029259","Car or van owned by you / family / friend(s) / company"
"GEN24_1029271","Local bus service"
"GEN24_1029271","Other boat or ship"
"GEN24_1029271","Rental car"
"GEN24_1029273","Car or van owned by you / family / friend(s) / company"
"GEN24_1029273","Taxi / shuttle service"
"GEN24_1029279","Rental car"
"GEN24_1029280","Rental car"
"GEN24_1029280","Taxi / shuttle service"
"GEN24_1029312","App-based services such as Uber, Ola, etc"
"GEN24_1029312","Bus service between towns / cities"
"GEN24_1029312","Car or van owned by you / family / friend(s) / company"
"GEN24_1029312","Local bus service"
"GEN24_1029312","Rental campervan / motor-home"
"GEN24_1029312","Rental car"
"GEN24_1029312","The ferry between the North Island and the South Island"
"GEN24_1029319","Limousine / car with driver included"
"GEN24_1029319","Other ferry"
"GEN24_1029320","App-based services such as Uber, Ola, etc"
"GEN24_1029320","Bus service between towns / cities"
"GEN24_1029320","Car or van owned by you / family / friend(s) / company"
"GEN24_1029320","Other boat or ship"
"GEN24_1029320","Plane (within New Zealand)"
"GEN24_1029320","Rental car"
"GEN24_1029320","Taxi / shuttle service"
"GEN24_1029329","App-based services such as Uber, Ola, etc"
"GEN24_1029329","Local bus service"
"GEN24_1029329","Other boat or ship"
"GEN24_1029329","Other ferry"
"GEN24_1029329","Rental car"
"GEN24_1029329","Taxi / shuttle service"
"GEN24_1029332","App-based services such as Uber, Ola, etc"
"GEN24_1029332","Plane (within New Zealand)"
"GEN24_1029332","Taxi / shuttle service"
"GEN24_1029333","App-based services such as Uber, Ola, etc"
"GEN24_1029333","Bus service between towns / cities"
"GEN24_1029333","Car or van owned by you / family / friend(s) / company"
"GEN24_1029333","Hitch-hiking"
"GEN24_1029334","App-based services such as Uber, Ola, etc"
"GEN24_1029334","Car or van owned by you / family / friend(s) / company"
"GEN24_1029338","App-based services such as Uber, Ola, etc"
"GEN24_1029338","Car or van owned by you / family / friend(s) / company"
"GEN24_1029338","Local bus service"
"GEN24_1029338","The ferry between the North Island and the South Island"
"GEN24_1029338","Tour bus"
"GEN24_1029346","Car or van owned by you / family / friend(s) / company"
"GEN24_1029346","Local bus service"
"GEN24_1029346","Train"
"GEN24_1029348","Rental car"
"GEN24_1029348","Taxi / shuttle service"
"GEN24_1029349","Car or van owned by you / family / friend(s) / company"
"GEN24_1029350","App-based services such as Uber, Ola, etc"
"GEN24_1029350","Plane (within New Zealand)"
"GEN24_1029350","Taxi / shuttle service"
"GEN24_1029352","App-based services such as Uber, Ola, etc"
"GEN24_1029352","Car or van owned by you / family / friend(s) / company"
"GEN24_1029355","App-based services such as Uber, Ola, etc"
"GEN24_1029355","Plane (within New Zealand)"
"GEN24_1029356","Plane (within New Zealand)"
"GEN24_1029356","Rental car"
"GEN24_1029356","Taxi / shuttle service"
"GEN24_1029361","Rental car"
"GEN24_1029361","Taxi / shuttle service"
"GEN24_1029364","Car or van owned by you / family / friend(s) / company"
"GEN24_1029364","Rental car"
"GEN24_1029366","App-based services such as Uber, Ola, etc"
"GEN24_1029366","Rental car"
"GEN24_1029373","Rental car"
"GEN24_1029373","Tour bus"
"GEN24_1029375","Car or van owned by you / family / friend(s) / company"
"GEN24_1029375","Helicopter"
"GEN24_1029375","Other boat or ship"
"GEN24_1029375","Other ferry"
"GEN24_1029375","Plane (within New Zealand)"
"GEN24_1029376","Bicycle"
"GEN24_1029376","Bus service between towns / cities"
"GEN24_1029376","Car or van owned by you / family / friend(s) / company"
"GEN24_1029376","Local bus service"
"GEN24_1029376","Other boat or ship"
"GEN24_1029376","Scenic trains"
"GEN24_1029376","Taxi / shuttle service"
"GEN24_1029376","The ferry between the North Island and the South Island"
"GEN24_1029376","Tour bus"
"GEN24_1029381","Not sure"
"GEN24_1029387","App-based services such as Uber, Ola, etc"
"GEN24_1029387","Bus service between towns / cities"
"GEN24_1029387","Car or van owned by you / family / friend(s) / company"
"GEN24_1029387","Hitch-hiking"
"GEN24_1029387","Local bus service"
"GEN24_1029387","Plane (within New Zealand)"
"GEN24_1029387","Taxi / shuttle service"
"GEN24_1029387","The ferry between the North Island and the South Island"
"GEN24_1029387","Tour bus"
"GEN24_1029390","Rental car"
"GEN24_1029392","App-based services such as Uber, Ola, etc"
"GEN24_1029392","Car or van owned by you / family / friend(s) / company"
"GEN24_1029392","Taxi / shuttle service"
"GEN24_1029393","App-based services such as Uber, Ola, etc"
"GEN24_1029399","Rental car"
"GEN24_1029401","Rental car"
"GEN24_1029405","Bus service between towns / cities"
"GEN24_1029405","Other ferry"
"GEN24_1029405","Taxi / shuttle service"
"GEN24_1029428","App-based services such as Uber, Ola, etc"
"GEN24_1029428","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_1029428","Local bus service"
"GEN24_1029428","Plane (within New Zealand)"
"GEN24_1029428","Rental car"
"GEN24_1029428","Scenic trains"
"GEN24_1029428","The ferry between the North Island and the South Island"
"GEN24_1029430","App-based services such as Uber, Ola, etc"
"GEN24_1029430","Car or van owned by you / family / friend(s) / company"
"GEN24_1029430","Plane (within New Zealand)"
"GEN24_1029430","Rental car"
"GEN24_1029439","App-based services such as Uber, Ola, etc"
"GEN24_1029439","Other ferry"
"GEN24_1029439","Rental car"
"GEN24_1029443","Plane (within New Zealand)"
"GEN24_1029443","Tour bus"
"GEN24_1029448","Rental car"
"GEN24_1029455","Rental car"
"GEN24_1029456","Bicycle"
"GEN24_1029456","Rental car"
"GEN24_1029457","App-based services such as Uber, Ola, etc"
"GEN24_1029457","Bus service between towns / cities"
"GEN24_1029457","Tour bus"
"GEN24_1029465","Rental car"
"GEN24_1029480","App-based services such as Uber, Ola, etc"
"GEN24_1029480","Taxi / shuttle service"
"GEN24_1029482","Car or van owned by you / family / friend(s) / company"
"GEN24_1029485","App-based services such as Uber, Ola, etc"
"GEN24_1029485","Car or van owned by you / family / friend(s) / company"
"GEN24_1029485","Plane (within New Zealand)"
"GEN24_1029492","Car or van owned by you / family / friend(s) / company"
"GEN24_1029495","App-based services such as Uber, Ola, etc"
"GEN24_1029501","Car or van owned by you / family / friend(s) / company"
"GEN24_1029505","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_1029505","Car or van owned by you / family / friend(s) / company"
"GEN24_1029505","Local bus service"
"GEN24_1029506","App-based services such as Uber, Ola, etc"
"GEN24_1029506","Bus service between towns / cities"
"GEN24_1029506","Car or van owned by you / family / friend(s) / company"
"GEN24_1029506","Other ferry"
"GEN24_1029506","Rental car"
"GEN24_1029506","Tour bus"
"GEN24_1029509","Bicycle"
"GEN24_1029509","Car or van owned by you / family / friend(s) / company"
"GEN24_1029509","Taxi / shuttle service"
"GEN24_1029522","Car or van owned by you / family / friend(s) / company"
"GEN24_1029522","Other boat or ship"
"GEN24_1029524","Rental car"
"GEN24_1029526","Rental car"
"GEN24_1029527","Rental car"
"GEN24_1029531","Rental car"
"GEN24_1029531","Taxi / shuttle service"
"GEN24_1029535","Car or van owned by you / family / friend(s) / company"
"GEN24_1029535","Taxi / shuttle service"
"GEN24_1029540","Bicycle"
"GEN24_1029540","Taxi / shuttle service"
"GEN24_1029540","Tour bus"
"GEN24_1029543","Bus service between towns / cities"
"GEN24_1029543","Car or van owned by you / family / friend(s) / company"
"GEN24_1029543","Local bus service"
"GEN24_1029543","Scenic trains"
"GEN24_1029543","The ferry between the North Island and the South Island"
"GEN24_1029549","App-based services such as Uber, Ola, etc"
"GEN24_1029549","Rental car"
"GEN24_1029554","Car or van owned by you / family / friend(s) / company"
"GEN24_1029555","App-based services such as Uber, Ola, etc"
"GEN24_1029555","Car or van owned by you / family / friend(s) / company"
"GEN24_1029555","Local bus service"
"GEN24_1029555","Plane (within New Zealand)"
"GEN24_1029555","Taxi / shuttle service"
"GEN24_1029555","The ferry between the North Island and the South Island"
"GEN24_1029555","Tour bus"
"GEN24_1029556","Rental car"
"GEN24_1029556","Taxi / shuttle service"
"GEN24_1029558","App-based services such as Uber, Ola, etc"
"GEN24_1029558","Rental car"
"GEN24_1029558","Taxi / shuttle service"
"GEN24_1029565","Local bus service"
"GEN24_1029565","Other type of transport"
"GEN24_1029566","App-based services such as Uber, Ola, etc"
"GEN24_1029566","Car or van owned by you / family / friend(s) / company"
"GEN24_1029566","Taxi / shuttle service"
"GEN24_1029569","App-based services such as Uber, Ola, etc"
"GEN24_1029569","Rental campervan / motor-home"
"GEN24_1029569","The ferry between the North Island and the South Island"
"GEN24_1029571","Car or van owned by you / family / friend(s) / company"
"GEN24_1029575","Rental car"
"GEN24_1029577","Rental car"
"GEN24_1029580","App-based services such as Uber, Ola, etc"
"GEN24_1029580","Tour bus"
"GEN24_1029587","Car or van owned by you / family / friend(s) / company"
"GEN24_1029587","Plane (within New Zealand)"
"GEN24_1029587","Rental campervan / motor-home"
"GEN24_1029587","The ferry between the North Island and the South Island"
"GEN24_1029588","Local bus service"
"GEN24_1029588","Other ferry"
"GEN24_1029590","App-based services such as Uber, Ola, etc"
"GEN24_1029590","Bus service between towns / cities"
"GEN24_1029590","Car or van owned by you / family / friend(s) / company"
"GEN24_1029590","Hitch-hiking"
"GEN24_1029590","Local bus service"
"GEN24_1029590","Other bus service"
"GEN24_1029590","Plane (within New Zealand)"
"GEN24_1029590","Taxi / shuttle service"
"GEN24_1029598","Bus service between towns / cities"
"GEN24_1029598","Car or van owned by you / family / friend(s) / company"
"GEN24_1029598","Other boat or ship"
"GEN24_1029598","Other ferry"
"GEN24_1029598","Plane (within New Zealand)"
"GEN24_1029604","Car or van owned by you / family / friend(s) / company"
"GEN24_1029610","Car or van owned by you / family / friend(s) / company"
"GEN24_1029610","Taxi / shuttle service"
"GEN24_1029612","Taxi / shuttle service"
"GEN24_1029614","Bus service between towns / cities"
"GEN24_1029614","Local bus service"
"GEN24_1029614","Tour bus"
"GEN24_1029632","App-based services such as Uber, Ola, etc"
"GEN24_1029632","Other ferry"
"GEN24_1029632","Taxi / shuttle service"
"GEN24_1029633","Rental car"
"GEN24_1029633","Taxi / shuttle service"
"GEN24_1029633","Tour bus"
"GEN24_1029637","Rental campervan / motor-home"
"GEN24_1029641","Local bus service"
"GEN24_1029641","Plane (within New Zealand)"
"GEN24_1029641","Taxi / shuttle service"
"GEN24_1029643","Rental campervan / motor-home"
"GEN24_1029643","Taxi / shuttle service"
"GEN24_1029656","Rental car"
"GEN24_1029660","Car or van owned by you / family / friend(s) / company"
"GEN24_1029662","Rental car"
"GEN24_1029667","Rental car"
"GEN24_1029669","Car or van owned by you / family / friend(s) / company"
"GEN24_1029676","Car or van owned by you / family / friend(s) / company"
"GEN24_1029676","Local bus service"
"GEN24_1029681","Car or van owned by you / family / friend(s) / company"
"GEN24_1029683","Rental car"
"GEN24_1029687","Bicycle"
"GEN24_1029687","Car or van owned by you / family / friend(s) / company"
"GEN24_1029687","Plane (within New Zealand)"
"GEN24_1029687","Rental car"
"GEN24_1029687","Taxi / shuttle service"
"GEN24_1029688","Local bus service"
"GEN24_1029688","Other boat or ship"
"GEN24_1029688","Plane (within New Zealand)"
"GEN24_1029691","Car or van owned by you / family / friend(s) / company"
"GEN24_1029692","Taxi / shuttle service"
"GEN24_1029693","Car or van owned by you / family / friend(s) / company"
"GEN24_1029694","Other type of transport"
"GEN24_1029695","Not sure"
"GEN24_1029713","Other type of transport"
"GEN24_1029713","Train"
"GEN24_1029723","App-based services such as Uber, Ola, etc"
"GEN24_1029723","Car or van owned by you / family / friend(s) / company"
"GEN24_1029723","Helicopter"
"GEN24_1029723","Local bus service"
"GEN24_1029723","Plane (within New Zealand)"
"GEN24_1029723","Taxi / shuttle service"
"GEN24_1029723","Tour bus"
"GEN24_1029723","Train"
"GEN24_1029731","Bus service between towns / cities"
"GEN24_1029731","Local bus service"
"GEN24_1029731","Plane (within New Zealand)"
"GEN24_1029731","Taxi / shuttle service"
"GEN24_1029731","Tour bus"
"GEN24_1029732","Bus service between towns / cities"
"GEN24_1029732","Rental car"
"GEN24_1029741","Bus service between towns / cities"
"GEN24_1029741","Local bus service"
"GEN24_1029741","Train"
"GEN24_1029748","Local bus service"
"GEN24_1029750","App-based services such as Uber, Ola, etc"
"GEN24_1029750","Rental car"
"GEN24_1029750","Taxi / shuttle service"
"GEN24_1029752","App-based services such as Uber, Ola, etc"
"GEN24_1029752","Bicycle"
"GEN24_1029752","Local bus service"
"GEN24_1029752","Taxi / shuttle service"
"GEN24_1029755","App-based services such as Uber, Ola, etc"
"GEN24_1029755","Helicopter"
"GEN24_1029755","Local bus service"
"GEN24_1029755","Rental car"
"GEN24_1029755","Tour bus"
"GEN24_1029767","Rental car"
"GEN24_1029767","Taxi / shuttle service"
"GEN24_1029769","Car or van owned by you / family / friend(s) / company"
"GEN24_1029771","Local bus service"
"GEN24_1029771","Taxi / shuttle service"
"GEN24_1029774","Rental car"
"GEN24_1029774","Tour bus"
"GEN24_1029775","App-based services such as Uber, Ola, etc"
"GEN24_1029775","Rental car"
"GEN24_1029775","Taxi / shuttle service"
"GEN24_1029779","Car or van owned by you / family / friend(s) / company"
"GEN24_1029779","Local bus service"
"GEN24_1029782","Car or van owned by you / family / friend(s) / company"
"GEN24_1029782","The ferry between the North Island and the South Island"
"GEN24_1029783","App-based services such as Uber, Ola, etc"
"GEN24_1029783","Local bus service"
"GEN24_1029783","Plane (within New Zealand)"
"GEN24_1029783","Rental car"
"GEN24_1029783","Taxi / shuttle service"
"GEN24_1029783","Tour bus"
"GEN24_1029787","App-based services such as Uber, Ola, etc"
"GEN24_1029789","Rental car"
"GEN24_1029792","App-based services such as Uber, Ola, etc"
"GEN24_1029792","Rental car"
"GEN24_1029795","App-based services such as Uber, Ola, etc"
"GEN24_1029795","Other ferry"
"GEN24_1029833","App-based services such as Uber, Ola, etc"
"GEN24_1029833","Rental car"
"GEN24_1029836","Car or van owned by you / family / friend(s) / company"
"GEN24_1029836","Local bus service"
"GEN24_1029840","Car or van owned by you / family / friend(s) / company"
"GEN24_1029840","Plane (within New Zealand)"
"GEN24_1029841","Rental car"
"GEN24_1029841","Taxi / shuttle service"
"GEN24_1029842","Car or van owned by you / family / friend(s) / company"
"GEN24_1029846","Rental car"
"GEN24_1029847","Not sure"
"GEN24_1029857","Bicycle"
"GEN24_1029857","Local bus service"
"GEN24_1029857","Plane (within New Zealand)"
"GEN24_1029857","Rental car"
"GEN24_1029858","App-based services such as Uber, Ola, etc"
"GEN24_1029858","Taxi / shuttle service"
"GEN24_1029864","App-based services such as Uber, Ola, etc"
"GEN24_1029865","Taxi / shuttle service"
"GEN24_1029865","Tour bus"
"GEN24_1029875","Car or van owned by you / family / friend(s) / company"
"GEN24_1029876","Local bus service"
"GEN24_1029876","Taxi / shuttle service"
"GEN24_1029877","Tour bus"
"GEN24_1029885","App-based services such as Uber, Ola, etc"
"GEN24_1029885","Rental car"
"GEN24_1029887","Rental car"
"GEN24_1029891","Other type of transport"
"GEN24_1029893","Local bus service"
"GEN24_1029893","Rental car"
"GEN24_1029894","Local bus service"
"GEN24_1029894","Plane (within New Zealand)"
"GEN24_1029905","Car or van owned by you / family / friend(s) / company"
"GEN24_1029905","Rental car"
"GEN24_1029905","Taxi / shuttle service"
"GEN24_1029911","Car or van owned by you / family / friend(s) / company"
"GEN24_1029911","The ferry between the North Island and the South Island"
"GEN24_1029926","Taxi / shuttle service"
"GEN24_1029926","Tour bus"
"GEN24_1029930","Car or van owned by you / family / friend(s) / company"
"GEN24_1029930","Other type of transport"
"GEN24_1029930","Plane (within New Zealand)"
"GEN24_1029933","Local bus service"
"GEN24_1029950","App-based services such as Uber, Ola, etc"
"GEN24_1029950","Local bus service"
"GEN24_1029950","Other ferry"
"GEN24_1029950","Rental car"
"GEN24_1029950","Train"
"GEN24_1029957","Taxi / shuttle service"
"GEN24_1029957","Train"
"GEN24_1029972","Rental car"
"GEN24_1029973","Car or van owned by you / family / friend(s) / company"
"GEN24_1029973","Other ferry"
"GEN24_1029980","App-based services such as Uber, Ola, etc"
"GEN24_1029980","Bus service between towns / cities"
"GEN24_1029980","Car or van owned by you / family / friend(s) / company"
"GEN24_1029980","Local bus service"
"GEN24_1029980","Taxi / shuttle service"
"GEN24_1029989","App-based services such as Uber, Ola, etc"
"GEN24_1029989","Taxi / shuttle service"
"GEN24_1029996","Scenic trains"
"GEN24_1029996","Taxi / shuttle service"
"GEN24_1029997","Bus service between towns / cities"
"GEN24_1029998","Bicycle"
"GEN24_1029998","Car or van owned by you / family / friend(s) / company"
"GEN24_1029998","Other boat or ship"
"GEN24_1029998","Other ferry"
"GEN24_1029998","Plane (within New Zealand)"
"GEN24_1029998","Rental car"
"GEN24_1029998","Taxi / shuttle service"
"GEN24_1029998","Tour bus"
"GEN24_1029999","Other boat or ship"
"GEN24_1029999","Rental car"
"GEN24_1030002","Other boat or ship"
"GEN24_1030002","Rental car"
"GEN24_1030002","The ferry between the North Island and the South Island"
"GEN24_1030005","Car or van owned by you / family / friend(s) / company"
"GEN24_1030005","Helicopter"
"GEN24_1030010","Bus service between towns / cities"
"GEN24_1030010","Car or van owned by you / family / friend(s) / company"
"GEN24_1030010","Local bus service"
"GEN24_1030010","Taxi / shuttle service"
"GEN24_1030018","Rental car"
"GEN24_1030020","Taxi / shuttle service"
"GEN24_1030020","Tour bus"
"GEN24_1030021","App-based services such as Uber, Ola, etc"
"GEN24_1030021","Taxi / shuttle service"
"GEN24_1030021","Tour bus"
"GEN24_1030029","Other ferry"
"GEN24_1030029","Rental car"
"GEN24_1030052","Other type of transport"
"GEN24_1030055","Car or van owned by you / family / friend(s) / company"
"GEN24_1030055","Local bus service"
"GEN24_1030055","Train"
"GEN24_1030056","Taxi / shuttle service"
"GEN24_1030059","App-based services such as Uber, Ola, etc"
"GEN24_1030059","Bicycle"
"GEN24_1030059","Car or van owned by you / family / friend(s) / company"
"GEN24_1030059","Local bus service"
"GEN24_1030059","Rental car"
"GEN24_1030059","The ferry between the North Island and the South Island"
"GEN24_1030063","Bicycle"
"GEN24_1030063","Car or van owned by you / family / friend(s) / company"
"GEN24_1030063","Rental car"
"GEN24_1030063","Taxi / shuttle service"
"GEN24_1030064","Car or van owned by you / family / friend(s) / company"
"GEN24_1030064","Other boat or ship"
"GEN24_1030064","Rental car"
"GEN24_1030064","The ferry between the North Island and the South Island"
"GEN24_1030064","Tour bus"
"GEN24_1030067","Car or van owned by you / family / friend(s) / company"
"GEN24_1030067","Local bus service"
"GEN24_1030067","Plane (within New Zealand)"
"GEN24_1030067","Taxi / shuttle service"
"GEN24_1030076","Bus service between towns / cities"
"GEN24_1030076","Hitch-hiking"
"GEN24_1030076","Local bus service"
"GEN24_1030076","Other type of transport"
"GEN24_1030076","The ferry between the North Island and the South Island"
"GEN24_1030076","Tour bus"
"GEN24_1030076","Train"
"GEN24_1030078","Taxi / shuttle service"
"GEN24_1030087","App-based services such as Uber, Ola, etc"
"GEN24_1030087","Rental car"
"GEN24_1030094","Bus service between towns / cities"
"GEN24_1030094","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_1030094","Helicopter"
"GEN24_1030094","Local bus service"
"GEN24_1030094","Tour bus"
"GEN24_1030106","Car or van owned by you / family / friend(s) / company"
"GEN24_1030106","Helicopter"
"GEN24_1030106","Other type of transport"
"GEN24_1030106","Taxi / shuttle service"
"GEN24_1030112","Bicycle"
"GEN24_1030112","Car or van owned by you / family / friend(s) / company"
"GEN24_1030112","Local bus service"
"GEN24_1030112","Taxi / shuttle service"
"GEN24_1030112","Train"
"GEN24_1030120","Helicopter"
"GEN24_1030120","Other boat or ship"
"GEN24_1030120","Taxi / shuttle service"
"GEN24_1030120","Tour bus"
"GEN24_1030121","Rental car"
"GEN24_1030122","Other boat or ship"
"GEN24_1030122","Rental car"
"GEN24_1030122","Taxi / shuttle service"
"GEN24_1030123","App-based services such as Uber, Ola, etc"
"GEN24_1030123","Helicopter"
"GEN24_1030123","The ferry between the North Island and the South Island"
"GEN24_1030123","Tour bus"
"GEN24_1030125","Rental car"
"GEN24_1030128","Helicopter"
"GEN24_1030128","Other bus service"
"GEN24_1030128","Rental car"
"GEN24_1030133","Rental car"
"GEN24_1030136","Bus service between towns / cities"
"GEN24_1030136","Taxi / shuttle service"
"GEN24_1030141","App-based services such as Uber, Ola, etc"
"GEN24_1030141","Taxi / shuttle service"
"GEN24_1030148","Rental car"
"GEN24_1030148","Taxi / shuttle service"
"GEN24_1030149","Helicopter"
"GEN24_1030149","Rental car"
"GEN24_1030168","Rental car"
"GEN24_1030177","App-based services such as Uber, Ola, etc"
"GEN24_1030177","Car or van owned by you / family / friend(s) / company"
"GEN24_1030183","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_1030183","Local bus service"
"GEN24_1030183","Other boat or ship"
"GEN24_1030183","The ferry between the North Island and the South Island"
"GEN24_1030183","Train"
"GEN24_1030198","Car or van owned by you / family / friend(s) / company"
"GEN24_1030199","App-based services such as Uber, Ola, etc"
"GEN24_1030199","Car or van owned by you / family / friend(s) / company"
"GEN24_1030199","Local bus service"
"GEN24_1030199","Other ferry"
"GEN24_1030199","Taxi / shuttle service"
"GEN24_1030202","Rental car"
"GEN24_1030220","Bus service between towns / cities"
"GEN24_1030220","Local bus service"
"GEN24_1030220","Taxi / shuttle service"
"GEN24_1030221","Car or van owned by you / family / friend(s) / company"
"GEN24_1030224","Local bus service"
"GEN24_1030224","Other ferry"
"GEN24_1030224","Taxi / shuttle service"
"GEN24_1030238","Limousine / car with driver included"
"GEN24_1030238","Rental campervan / motor-home"
"GEN24_1030238","Taxi / shuttle service"
"GEN24_1030238","The ferry between the North Island and the South Island"
"GEN24_1030238","Train"
"GEN24_1030241","Rental car"
"GEN24_1030242","Rental car"
"GEN24_1030249","Rental car"
"GEN24_1030251","Rental car"
"GEN24_1030253","Other boat or ship"
"GEN24_1030253","Rental car"
"GEN24_1030253","Taxi / shuttle service"
"GEN24_1030255","Car or van owned by you / family / friend(s) / company"
"GEN24_1030256","Bus service between towns / cities"
"GEN24_1030256","Local bus service"
"GEN24_1030256","Taxi / shuttle service"
"GEN24_1030259","App-based services such as Uber, Ola, etc"
"GEN24_1030259","Car or van owned by you / family / friend(s) / company"
"GEN24_1030259","Local bus service"
"GEN24_1030259","Plane (within New Zealand)"
"GEN24_1030259","Taxi / shuttle service"
"GEN24_1030261","App-based services such as Uber, Ola, etc"
"GEN24_1030261","Helicopter"
"GEN24_1030261","Rental car"
"GEN24_1030261","Taxi / shuttle service"
"GEN24_1030264","Local bus service"
"GEN24_1030264","Rental car"
"GEN24_1030264","Taxi / shuttle service"
"GEN24_1030270","Other boat or ship"
"GEN24_1030270","Rental car"
"GEN24_1030273","App-based services such as Uber, Ola, etc"
"GEN24_1030273","Rental car"
"GEN24_1030273","Taxi / shuttle service"
"GEN24_1030287","Not sure"
"GEN24_1030291","Rental car"
"GEN24_1030293","Other boat or ship"
"GEN24_1030293","Rental car"
"GEN24_1030293","Tour bus"
"GEN24_1030295","Rental car"
"GEN24_1030296","App-based services such as Uber, Ola, etc"
"GEN24_1030296","Taxi / shuttle service"
"GEN24_1030299","Rental car"
"GEN24_1030299","Taxi / shuttle service"
"GEN24_1030308","App-based services such as Uber, Ola, etc"
"GEN24_1030308","Taxi / shuttle service"
"GEN24_1030308","Tour bus"
"GEN24_1030310","App-based services such as Uber, Ola, etc"
"GEN24_1030310","Car or van owned by you / family / friend(s) / company"
"GEN24_1030310","Other ferry"
"GEN24_1030310","Taxi / shuttle service"
"GEN24_1030310","Tour bus"
"GEN24_1030312","Limousine / car with driver included"
"GEN24_1030312","Rental car"
"GEN24_1030312","Tour bus"
"GEN24_1030325","Bicycle"
"GEN24_1030325","Car or van owned by you / family / friend(s) / company"
