"response_id","satisfaction_rating","expectation_rating","recommend_rating"
"GEN24_1004938","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1004940","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1004943","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1004963","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1004966","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1004969","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1004974","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1004976","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1004978","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1004986","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1004992","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1004996","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1004997","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005003","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005007","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005008","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005032","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005034","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005035","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","5"
"GEN24_1005036","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005046","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005051","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005052","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005055","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005066","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005069","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005071","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005090","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005093","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005095","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005098","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1005101","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005104","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005107","4 - Satisfied","Not sure","8"
"GEN24_1005111","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005117","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005119","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1005124","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005125","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005130","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005131","4 - Satisfied","Not sure","7"
"GEN24_1005136","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005141","3 - Acceptable","3 - Turn out worse than the expectations you had before you arrived in New Zealand","7"
"GEN24_1005148","4 - Satisfied","Not sure","9"
"GEN24_1005150","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005152","2 - Dissatisfied","3 - Turn out worse than the expectations you had before you arrived in New Zealand","1 - Not at all likely to recommend"
"GEN24_1005154","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005161","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005173","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005176","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005179","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005180","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005181","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005185","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005189","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005190","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005193","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005196","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1005200","3 - Acceptable","Not sure","5"
"GEN24_1005203","3 - Acceptable","Not sure","9"
"GEN24_1005206","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005208","4 - Satisfied","Not sure","9"
"GEN24_1005213","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005216","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005217","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005218","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005219","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005220","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005224","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005226","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005236","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005246","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005257","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005272","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005273","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","6"
"GEN24_1005274","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1005276","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005280","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005281","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005292","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1005294","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005296","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005298","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005299","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005308","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005311","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1005314","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005316","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","2"
"GEN24_1005324","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005327","3 - Acceptable","3 - Turn out worse than the expectations you had before you arrived in New Zealand","3"
"GEN24_1005329","1 - Very dissatisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005338","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005343","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005350","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005353","1 - Very dissatisfied","3 - Turn out worse than the expectations you had before you arrived in New Zealand","1 - Not at all likely to recommend"
"GEN24_1005358","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005360","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005365","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005366","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005367","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005369","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005370","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1005371","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005372","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005377","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005379","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005385","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005394","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005395","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005396","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005400","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005402","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005406","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1005411","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005420","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005424","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005425","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1005427","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005432","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1005436","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005437","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005438","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005446","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005452","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005457","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005469","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005470","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005474","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005475","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005486","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005506","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005527","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005528","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005529","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005535","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005536","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1005537","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","5"
"GEN24_1005541","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005547","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005552","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005581","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005592","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005595","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005599","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005606","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005608","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005609","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005611","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005616","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005618","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005627","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005640","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005641","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1005642","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005645","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005647","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005661","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005667","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","2"
"GEN24_1005668","4 - Satisfied","Not sure","10 - Extremely likely to recommend"
"GEN24_1005670","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005683","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005702","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005705","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005708","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005713","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005714","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1005716","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005722","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005725","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005726","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005728","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1005729","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005733","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005736","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005738","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005745","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005746","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005747","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005748","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1005749","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005753","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005754","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005759","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005763","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005767","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005768","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005769","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005774","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005775","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005776","5 - Very satisfied","Not sure","9"
"GEN24_1005779","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005780","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005784","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","6"
"GEN24_1005785","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005792","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005807","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005809","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1005813","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005817","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005822","4 - Satisfied","Not sure","8"
"GEN24_1005823","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005825","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005830","1 - Very dissatisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1005835","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005836","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005841","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005842","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005847","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005852","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005866","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005869","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005873","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005876","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005877","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005878","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005879","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005884","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005889","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005891","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005897","4 - Satisfied","3 - Turn out worse than the expectations you had before you arrived in New Zealand","6"
"GEN24_1005899","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005901","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005907","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005909","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005913","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005914","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1005915","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005917","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005918","3 - Acceptable","3 - Turn out worse than the expectations you had before you arrived in New Zealand","4"
"GEN24_1005919","2 - Dissatisfied","3 - Turn out worse than the expectations you had before you arrived in New Zealand","1 - Not at all likely to recommend"
"GEN24_1005920","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005921","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005922","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005925","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005926","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005931","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005932","2 - Dissatisfied","3 - Turn out worse than the expectations you had before you arrived in New Zealand","2"
"GEN24_1005936","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1005939","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005942","4 - Satisfied","Not sure","8"
"GEN24_1005947","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005948","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005949","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005952","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005955","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1005956","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005961","1 - Very dissatisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1005963","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005966","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005973","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1005976","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005980","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005981","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005982","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1005983","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1005984","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
