"response_id","place_stayed","nights"
"GEN24_1015740","Dunedin City",4
"GEN24_1015740","Invercargill City",4
"GEN24_1015740","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1015740","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1015742","Auckland District",3
"GEN24_1015742","Wellington City",61
"GEN24_1015743","Buller District",1
"GEN24_1015743","Christchurch City",2
"GEN24_1015743","Kaikoura District",1
"GEN24_1015743","Mackenzie District",1
"GEN24_1015743","Marlborough District",1
"GEN24_1015743","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1015743","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1015743","Southland District (Fiordland)",1
"GEN24_1015743","Tasman District",3
"GEN24_1015743","Westland District",2
"GEN24_1015745","Auckland District",3
"GEN24_1015745","Mackenzie District",7
"GEN24_1015745","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",7
"GEN24_1015745","Taupo District",6
"GEN24_1015749","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1015749","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1015749","Southland District (Fiordland)",2
"GEN24_1015749","Westland District",4
"GEN24_1015754","Buller District",1
"GEN24_1015754","Grey District",1
"GEN24_1015754","Hurunui District",4
"GEN24_1015754","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1015754","Southland District (Fiordland)",5
"GEN24_1015754","Waitaki District",2
"GEN24_1015754","Westland District",2
"GEN24_1015757","Dunedin City",4
"GEN24_1015757","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1015757","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1015757","Southland District (Fiordland)",2
"GEN24_1015758","Auckland District",1
"GEN24_1015758","Marlborough District",1
"GEN24_1015758","Rotorua District",2
"GEN24_1015758","Taupo District",2
"GEN24_1015758","Tauranga City",1
"GEN24_1015758","Thames-Coromandel District",1
"GEN24_1015758","Wellington City",1
"GEN24_1015762","Christchurch City",3
"GEN24_1015762","Nelson City",2
"GEN24_1015762","Other",3
"GEN24_1015762","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1015762","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1015762","Tasman District",2
"GEN24_1015762","Westland District",2
"GEN24_1015765","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",7
"GEN24_1015765","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1015767","Auckland District",5
"GEN24_1015767","Far North District",4
"GEN24_1015767","Gisborne District",2
"GEN24_1015767","Kaipara District",1
"GEN24_1015767","Napier City",2
"GEN24_1015767","Other",2
"GEN24_1015767","Otorohanga District",2
"GEN24_1015767","Rotorua District",2
"GEN24_1015767","Taupo District",4
"GEN24_1015767","Upper Hutt City",2
"GEN24_1015767","Whakatane District",2
"GEN24_1015771","Wellington City",1
"GEN24_1015773","Hutt City",21
"GEN24_1015773","Masterton District",7
"GEN24_1015778","Thames-Coromandel District",21
"GEN24_1015782","Carterton District",19.92
"GEN24_1015784","Kaipara District",25
"GEN24_1015787","Dunedin City",10
"GEN24_1015789","Dunedin City",10
"GEN24_1015791","Auckland District",6
"GEN24_1015791","Far North District",14
"GEN24_1015791","Tauranga City",10
"GEN24_1015791","Whangarei District",7
"GEN24_1015793","Auckland District",4
"GEN24_1015793","New Plymouth District",5
"GEN24_1015793","Taupo District",21
"GEN24_1015793","Whanganui District",1
"GEN24_1015795","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",29.559999999999945
"GEN24_1015799","Kapiti Coast District",7
"GEN24_1015801","Upper Hutt City",14
"GEN24_1015802","Kapiti Coast District",3
"GEN24_1015802","Other",5
"GEN24_1015803","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1015803","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",4
"GEN24_1015805","Kapiti Coast District",10
"GEN24_1015805","Palmerston North City",2
"GEN24_1015808","Horowhenua District",5
"GEN24_1015808","Wellington City",1
"GEN24_1015811","Auckland District",4
"GEN24_1015811","Christchurch City",8
"GEN24_1015817","Auckland District",2
"GEN24_1015817","Far North District",5
"GEN24_1015817","Hamilton City",2
"GEN24_1015817","Kaipara District",1
"GEN24_1015817","Waikato District",2
"GEN24_1015817","Whangarei District",1
"GEN24_1015818","Auckland District",7
"GEN24_1015818","Christchurch City",2
"GEN24_1015818","Kaikoura District",1
"GEN24_1015818","Nelson City",1
"GEN24_1015818","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1015818","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1015818","Rotorua District",3
"GEN24_1015821","Marlborough District",6
"GEN24_1015822","Auckland District",3
"GEN24_1015822","Tauranga City",1
"GEN24_1015822","Waikato District",45
"GEN24_1015842","Auckland District",2
"GEN24_1015842","Hastings District",3
"GEN24_1015845","Auckland District",2
"GEN24_1015845","Christchurch City",1
"GEN24_1015845","Mackenzie District",1
"GEN24_1015845","Other",2
"GEN24_1015845","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1015845","Southland District (Fiordland)",1
"GEN24_1015845","Westland District",2
"GEN24_1015846","Auckland District",4
"GEN24_1015846","Far North District",3
"GEN24_1015846","Kapiti Coast District",3
"GEN24_1015846","New Plymouth District",6
"GEN24_1015846","Rangitikei District",1
"GEN24_1015846","Rotorua District",2
"GEN24_1015846","Taupo District",2
"GEN24_1015846","Thames-Coromandel District",3
"GEN24_1015850","Auckland District",10
"GEN24_1015857","Auckland District",30
"GEN24_1015857","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1015857","Rotorua District",2
"GEN24_1015857","Southland District (Fiordland)",5
"GEN24_1015857","Tauranga City",1
"GEN24_1015857","Waikato District",2
"GEN24_1015857","Wellington City",30
"GEN24_1015859","Dunedin City",21
"GEN24_1015859","Timaru District",3
"GEN24_1015863","Auckland District",2
"GEN24_1015863","Christchurch City",1
"GEN24_1015863","Napier City",2
"GEN24_1015863","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1015863","Rotorua District",3
"GEN24_1015863","Wellington City",2
"GEN24_1015863","Westland District",2
"GEN24_1015872","Auckland District",3
"GEN24_1015884","Auckland District",56
"GEN24_1015884","Ruapehu District",6
"GEN24_1015885","Dunedin City",6
"GEN24_1015885","Waitaki District",1
"GEN24_1015887","Auckland District",11
"GEN24_1015887","Thames-Coromandel District",3
"GEN24_1015889","Hauraki District",3
"GEN24_1015890","Kaipara District",13
"GEN24_1015902","Christchurch City",2
"GEN24_1015902","Mackenzie District",1
"GEN24_1015902","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1015902","Southland District (Fiordland)",1
"GEN24_1015904","Auckland District",7
"GEN24_1015913","Auckland District",53
"GEN24_1015913","Napier City",4
"GEN24_1015913","Tauranga City",3
"GEN24_1015922","Christchurch City",7
"GEN24_1015922","Mackenzie District",2
"GEN24_1015922","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1015922","Westland District",2
"GEN24_1015923","Auckland District",7
"GEN24_1015926","Auckland District",32
"GEN24_1015931","Auckland District",6
"GEN24_1015931","Tauranga City",7
"GEN24_1015931","Thames-Coromandel District",3
"GEN24_1015932","Christchurch City",10
"GEN24_1015935","Auckland District",10
"GEN24_1015935","Christchurch City",8
"GEN24_1015935","Whanganui District",3
"GEN24_1015937","Christchurch City",4
"GEN24_1015946","Auckland District",12
"GEN24_1015946","Far North District",3
"GEN24_1015946","Hamilton City",15
"GEN24_1015951","Auckland District",2
"GEN24_1015951","Christchurch City",4
"GEN24_1015951","Hurunui District",1
"GEN24_1015951","Kaipara District",30
"GEN24_1015951","Kapiti Coast District",2
"GEN24_1015951","Marlborough District",1
"GEN24_1015951","New Plymouth District",2
"GEN24_1015951","Waimate District",2
"GEN24_1015954","Whangarei District",6
"GEN24_1015956","Auckland District",4
"GEN24_1015956","Christchurch City",3
"GEN24_1015956","Kaikoura District",2
"GEN24_1015956","Nelson City",2
"GEN24_1015956","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1015956","Wellington City",3
"GEN24_1015956","Westland District",2
"GEN24_1015960","Auckland District",15
"GEN24_1015960","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1015960","Wellington City",1
"GEN24_1015963","Auckland District",6
"GEN24_1015966","Auckland District",23
"GEN24_1015966","Whangarei District",10
"GEN24_1015967","Auckland District",50
"GEN24_1015967","Hamilton City",14
"GEN24_1015967","Tauranga City",3
"GEN24_1015972","Auckland District",28
"GEN24_1015973","Auckland District",40
"GEN24_1015974","Auckland District",1
"GEN24_1015974","Hamilton City",2
"GEN24_1015974","Napier City",2
"GEN24_1015974","Taupo District",21.960000000000036
"GEN24_1015975","Auckland District",6
"GEN24_1015975","Far North District",2
"GEN24_1015975","Hastings District",2
"GEN24_1015975","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1015975","Southland District (Fiordland)",1
"GEN24_1015975","Waitaki District",1
"GEN24_1015975","Waitomo District",1
"GEN24_1015975","Wellington City",2
"GEN24_1015980","Thames-Coromandel District",3
"GEN24_1015982","Auckland District",3
"GEN24_1015982","Rotorua District",2
"GEN24_1015982","Taupo District",2
"GEN24_1015982","Tauranga City",1
"GEN24_1015982","Wellington City",1
"GEN24_1015984","Auckland District",10
"GEN24_1015984","Kaikoura District",3
"GEN24_1015984","Marlborough District",2
"GEN24_1015985","Auckland District",4
"GEN24_1015985","Christchurch City",3
"GEN24_1015985","Kaikoura District",4
"GEN24_1015985","Mackenzie District",2
"GEN24_1015985","Nelson City",3
"GEN24_1015985","Other",2
"GEN24_1015985","Rotorua District",4
"GEN24_1015985","Wellington City",3
"GEN24_1015990","Other",17
"GEN24_1015995","Auckland District",2
"GEN24_1015995","Rotorua District",2
"GEN24_1016001","Auckland District",3
"GEN24_1016001","Christchurch City",1
"GEN24_1016001","Mackenzie District",2
"GEN24_1016001","Other",1
"GEN24_1016001","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1016001","Southland District (Fiordland)",1
"GEN24_1016001","Westland District",1
"GEN24_1016021","Rotorua District",1
"GEN24_1016027","Auckland District",12
"GEN24_1016032","Christchurch City",2
"GEN24_1016032","Dunedin City",3
"GEN24_1016032","Hastings District",2
"GEN24_1016032","Marlborough District",2
"GEN24_1016032","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1016032","Taupo District",3
"GEN24_1016032","Wellington City",1
"GEN24_1016033","Hamilton City",5
"GEN24_1016033","Matamata-Piako District",5
"GEN24_1016033","Other",2
"GEN24_1016039","Auckland District",43
"GEN24_1016039","Far North District",2
"GEN24_1016039","Nelson City",3
"GEN24_1016039","Palmerston North City",1
"GEN24_1016039","Rotorua District",1
"GEN24_1016039","Thames-Coromandel District",1
"GEN24_1016039","Wellington City",4
"GEN24_1016039","Whangarei District",1
"GEN24_1016040","Auckland District",3
"GEN24_1016040","Christchurch City",1
"GEN24_1016040","Grey District",1
"GEN24_1016040","Mackenzie District",1
"GEN24_1016040","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016040","Westland District",1
"GEN24_1016049","Auckland District",3
"GEN24_1016049","Marlborough District",2
"GEN24_1016049","Nelson City",1
"GEN24_1016049","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1016049","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1016049","Rotorua District",1
"GEN24_1016049","Southland District (Fiordland)",9.069999999999936
"GEN24_1016049","Taupo District",2
"GEN24_1016049","Wellington City",1
"GEN24_1016049","Westland District",1
"GEN24_1016050","Dunedin City",11
"GEN24_1016064","Christchurch City",3
"GEN24_1016066","Buller District",1
"GEN24_1016066","Christchurch City",2
"GEN24_1016066","Mackenzie District",3
"GEN24_1016066","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016066","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1016066","Southland District (Fiordland)",1
"GEN24_1016066","Westland District",2
"GEN24_1016068","Christchurch City",2
"GEN24_1016068","Mackenzie District",3
"GEN24_1016068","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1016068","Southland District (Fiordland)",4
"GEN24_1016068","Waitaki District",1
"GEN24_1016068","Westland District",2
"GEN24_1016069","Auckland District",2
"GEN24_1016069","Christchurch City",1
"GEN24_1016069","Mackenzie District",1
"GEN24_1016069","Marlborough District",7
"GEN24_1016069","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1016069","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1016069","Rotorua District",1
"GEN24_1016069","Taupo District",2
"GEN24_1016069","Waitaki District",1
"GEN24_1016069","Wellington City",1
"GEN24_1016069","Westland District",2
"GEN24_1016073","Auckland District",6
"GEN24_1016073","Other",8
"GEN24_1016073","Thames-Coromandel District",3
"GEN24_1016082","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1016085","Auckland District",2
"GEN24_1016085","Christchurch City",1
"GEN24_1016085","Grey District",1
"GEN24_1016085","Kaikoura District",1
"GEN24_1016085","Mackenzie District",1
"GEN24_1016085","Napier City",1
"GEN24_1016085","Nelson City",2
"GEN24_1016085","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1016085","Rotorua District",2
"GEN24_1016085","Waitomo District",1
"GEN24_1016085","Wellington City",1
"GEN24_1016085","Westland District",1
"GEN24_1016089","Auckland District",2
"GEN24_1016089","Buller District",4
"GEN24_1016089","Christchurch City",4
"GEN24_1016089","Dunedin City",1
"GEN24_1016089","Kaikoura District",1
"GEN24_1016089","Mackenzie District",3
"GEN24_1016089","Marlborough District",2
"GEN24_1016089","Matamata-Piako District",1
"GEN24_1016089","New Plymouth District",2
"GEN24_1016089","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1016089","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1016089","Rotorua District",1
"GEN24_1016089","Ruapehu District",2
"GEN24_1016089","Southland District (Fiordland)",3
"GEN24_1016089","Tasman District",3
"GEN24_1016089","Thames-Coromandel District",2
"GEN24_1016089","Waikato District",2
"GEN24_1016089","Waitaki District",1
"GEN24_1016089","Westland District",2
"GEN24_1016089","Whakatane District",3
"GEN24_1016091","Christchurch City",60
"GEN24_1016091","Hurunui District",2
"GEN24_1016093","Christchurch City",28
"GEN24_1016093","Mackenzie District",2
"GEN24_1016095","Auckland District",2
"GEN24_1016095","Christchurch City",1
"GEN24_1016095","Dunedin City",2
"GEN24_1016095","Far North District",2
"GEN24_1016095","Grey District",1
"GEN24_1016095","Kaikoura District",2
"GEN24_1016095","Marlborough District",2
"GEN24_1016095","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1016095","Rotorua District",2
"GEN24_1016095","Southland District (Fiordland)",2
"GEN24_1016095","Tasman District",2
"GEN24_1016095","Taupo District",2
"GEN24_1016095","Wellington City",2
"GEN24_1016095","Westland District",4
"GEN24_1016097","Kaikoura District",1
"GEN24_1016097","Nelson City",7
"GEN24_1016097","Other",4
"GEN24_1016100","Christchurch City",14
"GEN24_1016101","Auckland District",1
"GEN24_1016101","Christchurch City",1
"GEN24_1016101","Dunedin City",2
"GEN24_1016101","Far North District",3
"GEN24_1016101","Grey District",1
"GEN24_1016101","Kaikoura District",2
"GEN24_1016101","Marlborough District",2
"GEN24_1016101","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1016101","Rotorua District",2
"GEN24_1016101","Ruapehu District",2
"GEN24_1016101","Southland District (Fiordland)",2
"GEN24_1016101","Tasman District",2
"GEN24_1016101","Wellington City",2
"GEN24_1016104","Auckland District",1
"GEN24_1016104","Christchurch City",2
"GEN24_1016104","Dunedin City",2
"GEN24_1016104","Hauraki District",2
"GEN24_1016104","Mackenzie District",1
"GEN24_1016104","Other",1
"GEN24_1016104","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1016104","Rotorua District",3
"GEN24_1016104","Southland District (Fiordland)",6
"GEN24_1016104","Tasman District",2
"GEN24_1016104","Taupo District",1
"GEN24_1016104","Wellington City",1
"GEN24_1016104","Westland District",1
"GEN24_1016106","Christchurch City",3
"GEN24_1016106","Clutha District",4
"GEN24_1016106","Other",3
"GEN24_1016106","Wellington City",4
"GEN24_1016106","Westland District",8
"GEN24_1016117","Christchurch City",1
"GEN24_1016117","Nelson City",4
"GEN24_1016117","Whakatane District",3
"GEN24_1016121","Auckland District",2
"GEN24_1016121","Hamilton City",1
"GEN24_1016121","Rotorua District",1
"GEN24_1016125","Christchurch City",3
"GEN24_1016125","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016125","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",4
"GEN24_1016125","Westland District",1
"GEN24_1016129","Christchurch City",70
"GEN24_1016129","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016131","Christchurch City",1
"GEN24_1016131","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1016132","Auckland District",3
"GEN24_1016132","Christchurch City",3
"GEN24_1016132","Dunedin City",2
"GEN24_1016132","Hastings District",2
"GEN24_1016132","Mackenzie District",3
"GEN24_1016132","Nelson City",2
"GEN24_1016132","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1016132","Ruapehu District",3
"GEN24_1016132","South Taranaki District",2
"GEN24_1016132","Southland District (Fiordland)",3
"GEN24_1016132","Waitaki District",1
"GEN24_1016132","Wellington City",2
"GEN24_1016135","Auckland District",4
"GEN24_1016135","Wellington City",2
"GEN24_1016140","Auckland District",2
"GEN24_1016140","Christchurch City",2
"GEN24_1016140","Kaikoura District",1
"GEN24_1016140","Mackenzie District",1
"GEN24_1016140","Matamata-Piako District",1
"GEN24_1016140","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1016140","Rotorua District",2
"GEN24_1016140","Taupo District",2
"GEN24_1016140","Waitomo District",1
"GEN24_1016140","Wellington City",2
"GEN24_1016140","Westland District",2
"GEN24_1016144","Christchurch City",10
"GEN24_1016147","Auckland District",3
"GEN24_1016147","Christchurch City",3
"GEN24_1016147","Dunedin City",1
"GEN24_1016147","Invercargill City",3
"GEN24_1016147","Mackenzie District",2
"GEN24_1016147","Nelson City",3
"GEN24_1016147","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016147","Rotorua District",3
"GEN24_1016147","Ruapehu District",2
"GEN24_1016147","Southland District (Fiordland)",1
"GEN24_1016147","Taupo District",1
"GEN24_1016147","Wellington City",2
"GEN24_1016147","Westland District",2
"GEN24_1016150","Mackenzie District",2
"GEN24_1016150","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",8
"GEN24_1016150","Westland District",4
"GEN24_1016152","Far North District",2
"GEN24_1016152","Kaikoura District",3
"GEN24_1016152","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1016152","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1016152","Rotorua District",2
"GEN24_1016152","Tasman District",2
"GEN24_1016152","Taupo District",1
"GEN24_1016152","Wellington City",1
"GEN24_1016152","Westland District",3
"GEN24_1016152","Whanganui District",1
"GEN24_1016152","Whangarei District",1
"GEN24_1016154","Auckland District",3
"GEN24_1016154","Hamilton City",2
"GEN24_1016154","Hastings District",2
"GEN24_1016154","Taupo District",2
"GEN24_1016154","Waipa District",1
"GEN24_1016157","Auckland District",5
"GEN24_1016157","Tauranga City",4
"GEN24_1016158","Auckland District",1
"GEN24_1016158","Marlborough District",6
"GEN24_1016159","Auckland District",1
"GEN24_1016159","Christchurch City",1
"GEN24_1016159","Marlborough District",5
"GEN24_1016159","Wellington City",14
"GEN24_1016160","Auckland District",2
"GEN24_1016160","Kaipara District",6
"GEN24_1016160","Napier City",4
"GEN24_1016160","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",10
"GEN24_1016160","Wairoa District",9.560000000000002
"GEN24_1016164","Auckland District",50
"GEN24_1016170","Christchurch City",4
"GEN24_1016170","Napier City",38
"GEN24_1016170","Wellington City",4
"GEN24_1016171","Auckland District",6
"GEN24_1016171","Dunedin City",1
"GEN24_1016171","Grey District",2
"GEN24_1016171","Marlborough District",1
"GEN24_1016171","Southland District (Fiordland)",2
"GEN24_1016171","Waipa District",1
"GEN24_1016171","Wellington City",2
"GEN24_1016172","Far North District",2
"GEN24_1016174","Auckland District",5
"GEN24_1016174","Hastings District",5
"GEN24_1016188","Auckland District",4
"GEN24_1016188","Christchurch City",1
"GEN24_1016188","Kaikoura District",3
"GEN24_1016188","Marlborough District",2
"GEN24_1016188","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1016188","Southland District (Fiordland)",5
"GEN24_1016188","Wellington City",3
"GEN24_1016188","Westland District",6
"GEN24_1016194","Auckland District",1
"GEN24_1016194","Mackenzie District",2
"GEN24_1016194","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1016194","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1016194","Southland District (Fiordland)",1
"GEN24_1016198","Auckland District",4
"GEN24_1016200","Auckland District",2
"GEN24_1016200","Christchurch City",6
"GEN24_1016200","Grey District",2
"GEN24_1016200","Nelson City",1
"GEN24_1016200","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1016200","Taupo District",1
"GEN24_1016200","Tauranga City",2
"GEN24_1016200","Timaru District",1
"GEN24_1016200","Wellington City",1
"GEN24_1016200","Westland District",1
"GEN24_1016200","Whakatane District",2
"GEN24_1016203","Auckland District",2
"GEN24_1016210","Auckland District",3
"GEN24_1016210","Waikato District",3
"GEN24_1016211","Auckland District",8
"GEN24_1016216","Auckland District",2
"GEN24_1016216","Hamilton City",1
"GEN24_1016216","Rotorua District",2
"GEN24_1016216","Taupo District",2
"GEN24_1016216","Thames-Coromandel District",1
"GEN24_1016216","Whangarei District",1
"GEN24_1016217","Christchurch City",24
"GEN24_1016217","Other",4
"GEN24_1016218","Auckland District",3
"GEN24_1016222","Dunedin City",9
"GEN24_1016222","Grey District",1
"GEN24_1016222","Hurunui District",1
"GEN24_1016222","Mackenzie District",1
"GEN24_1016222","Marlborough District",10
"GEN24_1016222","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1016222","Southland District (Fiordland)",3
"GEN24_1016222","Tasman District",4
"GEN24_1016222","Westland District",1
"GEN24_1016223","Auckland District",8
"GEN24_1016224","Christchurch City",4
"GEN24_1016224","Wellington City",4
"GEN24_1016226","Whangarei District",6
"GEN24_1016231","Auckland District",3
"GEN24_1016231","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1016231","Southland District (Fiordland)",2
"GEN24_1016242","Auckland District",7
"GEN24_1016242","Christchurch City",2
"GEN24_1016242","Far North District",5
"GEN24_1016242","Invercargill City",15
"GEN24_1016242","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016248","Auckland District",3
"GEN24_1016248","Buller District",1
"GEN24_1016248","Christchurch City",1
"GEN24_1016248","Dunedin City",1
"GEN24_1016248","Far North District",1
"GEN24_1016248","Hauraki District",2
"GEN24_1016248","Kaikoura District",1
"GEN24_1016248","Matamata-Piako District",1
"GEN24_1016248","Napier City",1
"GEN24_1016248","New Plymouth District",1
"GEN24_1016248","Otorohanga District",1
"GEN24_1016248","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1016248","Rotorua District",1
"GEN24_1016248","South Wairarapa District",1
"GEN24_1016248","Southland District (Central and Eastern)",1
"GEN24_1016248","Tasman District",1
"GEN24_1016248","Wellington City",2
"GEN24_1016248","Westland District",1
"GEN24_1016248","Whangarei District",1
"GEN24_1016258","Auckland District",3
"GEN24_1016258","Far North District",2
"GEN24_1016258","Napier City",2
"GEN24_1016258","Rotorua District",2
"GEN24_1016258","Taupo District",2
"GEN24_1016258","Wellington City",3
"GEN24_1016259","Auckland District",3
"GEN24_1016259","Far North District",2
"GEN24_1016259","Napier City",2
"GEN24_1016259","Rotorua District",2
"GEN24_1016259","Taupo District",2
"GEN24_1016259","Wellington City",3
"GEN24_1016261","Christchurch City",1
"GEN24_1016261","Marlborough District",2
"GEN24_1016261","Waitaki District",2
"GEN24_1016268","Auckland District",1
"GEN24_1016269","Buller District",1
"GEN24_1016269","Christchurch City",3
"GEN24_1016269","Hurunui District",1
"GEN24_1016269","Kaikoura District",1
"GEN24_1016269","Mackenzie District",1
"GEN24_1016269","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1016269","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1016269","Southland District (Fiordland)",2
"GEN24_1016269","Tasman District",2
"GEN24_1016269","Westland District",2
"GEN24_1016271","Christchurch City",30
"GEN24_1016272","Christchurch City",7
"GEN24_1016272","Marlborough District",2
"GEN24_1016272","Nelson City",4
"GEN24_1016274","Christchurch City",2
"GEN24_1016274","Hurunui District",2
"GEN24_1016284","Wellington City",3
"GEN24_1016288","Wellington City",7
"GEN24_1016290","Central Hawke's Bay District",3
"GEN24_1016290","Rotorua District",14.779999999999973
"GEN24_1016293","Hutt City",11
"GEN24_1016298","New Plymouth District",6
"GEN24_1016300","Wellington City",6
"GEN24_1016301","Christchurch City",10
"GEN24_1016301","Invercargill City",7
"GEN24_1016302","Whanganui District",4
"GEN24_1016304","Auckland District",4
"GEN24_1016304","Far North District",3
"GEN24_1016304","Hastings District",6
"GEN24_1016304","Hutt City",4
"GEN24_1016304","Marlborough District",10
"GEN24_1016312","Christchurch City",7
"GEN24_1016312","Other",3
"GEN24_1016322","Mackenzie District",4
"GEN24_1016322","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1016325","Christchurch City",6
"GEN24_1016325","Hurunui District",1
"GEN24_1016325","Kaikoura District",1
"GEN24_1016325","Mackenzie District",1
"GEN24_1016325","Marlborough District",1
"GEN24_1016325","Nelson City",1
"GEN24_1016325","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1016325","Tasman District",1
"GEN24_1016325","Westland District",2
"GEN24_1016327","Auckland District",3
"GEN24_1016327","Buller District",1
